Data_as_of,Start_week,End_Week,State,Sex,Age_group,COVID-19_Deaths,Total_Deaths,Pneumonia_Deaths,Pneumonia_and_COVID-19_Deaths,Influenza_Deaths,"Pneumonia,_Influenza,_or_COVID-19_Deaths",Footnote
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,55-64_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,65-74_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,75-84_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,85_years_and_over,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,All_Ages,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,All_Sexes,All_Ages,2609,33837,2543,833,100,4414,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,Under_1_year,0,10,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,0-17_years,0,28,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,1-4_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,5-14_years,0,10,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,15-24_years,0,48,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,18-29_years,0,71,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,25-34_years,0,63,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,30-49_years,,157,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,35-44_years,0,80,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,45-54_years,,105,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,50-64_years,,321,14,,0,14,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,55-64_years,,258,13,,0,13,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,65-74_years,,313,10,,0,13,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,75-84_years,,325,14,,,22,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,85_years_and_over,,185,13,,,17,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,All_Ages,20,1400,57,,,72,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,Under_1_year,0,10,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,0-17_years,0,22,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,1-4_years,0,,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,5-14_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,15-24_years,0,21,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,18-29_years,0,32,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,25-34_years,,39,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,30-49_years,,106,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,35-44_years,0,52,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,45-54_years,,69,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,50-64_years,,181,13,,0,14,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,55-64_years,,144,10,,0,10,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,65-74_years,,221,12,,,14,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,75-84_years,,205,11,,0,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,85_years_and_over,,255,11,,0,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Female,All_Ages,10,1022,52,,,57,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,Under_1_year,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,0-17_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,1-4_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,5-14_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,15-24_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,18-29_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,25-34_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,30-49_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,35-44_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,45-54_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,50-64_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,55-64_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,65-74_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,75-84_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,85_years_and_over,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Unknown,All_Ages,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,All_Sexes,All_Ages,30,2422,109,16,,129,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,Under_1_year,0,123,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,0-17_years,,274,,,,13,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,1-4_years,,39,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,5-14_years,,39,,,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,15-24_years,12,481,11,,,19,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,18-29_years,32,810,29,19,,43,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,25-34_years,50,837,41,28,,64,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,30-49_years,208,2173,160,111,,260,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,35-44_years,96,1036,74,52,,120,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,45-54_years,221,1666,178,126,,277,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,50-64_years,589,4420,559,351,17,814,
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,55-64_years,451,3456,446,270,13,640,
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,65-74_years,613,5202,692,381,14,938,
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,75-84_years,691,6016,786,419,12,1070,
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,85_years_and_over,492,5037,518,253,10,767,
09/02/2020,02/01/2020,08/29/2020,Arizona,Male,All_Ages,2630,23932,2751,1537,61,3905,
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,Under_1_year,0,100,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,0-17_years,0,196,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,1-4_years,0,29,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,5-14_years,0,36,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,15-24_years,,155,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,18-29_years,15,283,14,,0,22,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,25-34_years,24,379,26,12,,39,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,30-49_years,115,1023,102,67,,157,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,35-44_years,51,464,36,24,,66,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,45-54_years,98,854,103,58,,149,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,50-64_years,308,2629,330,178,13,473,
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,55-64_years,259,2114,274,153,10,390,
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,65-74_years,417,3703,468,253,16,648,
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,75-84_years,510,5103,576,298,10,798,
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,85_years_and_over,559,6881,573,270,,870,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/02/2020,02/01/2020,08/29/2020,Arizona,Female,All_Ages,1924,19818,2067,1073,54,2972,
09/02/2020,02/01/2020,08/29/2020,Arizona,Unknown,Under_1_year,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Arizona,Unknown,0-17_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Arizona,Unknown,1-4_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Arizona,Unknown,5-14_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Arizona,Unknown,15-24_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Arizona,Unknown,18-29_years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Arizona,Unknown,25-34_years,0,0,0,0,0,0,
